,user_id,gender,postal_code,temperature,temp_max,temp_min,avg_temp,city
2167,1491,male,75702,72.99,75.74,67.48,71.61,Tyler
2168,1495,male,34711,73.87,76.01,72.82,74.41499999999999,Clermont
2169,1496,male,84044,67.6,71.2,63.82,67.51,Magna
2170,1499,male,90710,70.84,75.97,69.1,72.535,Harbor City
2171,1503,male,34711,73.87,76.01,72.82,74.41499999999999,Clermont
2172,1506,male,37052,67.44,69.78,66.02,67.9,Cunningham
2173,1510,male,90710,70.84,75.97,69.1,72.535,Harbor City
2174,1523,male,60452,69.62,74.79,64.17,69.48,Oak Forest
2175,1524,male,60452,69.62,74.79,64.17,69.48,Oak Forest
2176,1525,male,60452,69.62,74.79,64.17,69.48,Oak Forest
2177,1528,male,84044,67.6,71.2,63.82,67.51,Magna
2178,1529,male,95111,66.0,69.26,60.37,64.815,San Jose
2179,1531,male,60452,69.62,74.79,64.17,69.48,Oak Forest
2180,1534,male,84044,67.6,71.2,63.82,67.51,Magna
2181,1536,male,76126,76.93,79.54,73.26,76.4,Fort Worth
2182,1540,male,92701,71.98,77.94,66.99,72.465,Santa Ana
2183,1543,male,17202,56.59,61.65,52.02,56.835,Chambersburg
2184,1545,male,67501,79.43,80.06,76.77,78.41499999999999,Hutchinson
2185,1547,male,67501,79.43,80.06,76.77,78.41499999999999,Hutchinson
2186,1550,male,33313,78.01,80.01,75.06,77.535,Fort Lauderdale
2187,1551,male,85225,90.23,93.56,86.16,89.86,Chandler
2188,1553,male,67501,79.43,80.06,76.77,78.41499999999999,Hutchinson
2189,1554,male,61101,66.02,68.54,62.46,65.5,Rockford
2190,1556,male,61101,66.02,68.54,62.46,65.5,Rockford
2192,1560,male,55311,75.56,78.67,71.49,75.08,Maple Grove
2193,1561,male,61101,66.02,68.54,62.46,65.5,Rockford
2194,1563,male,55311,75.56,78.67,71.49,75.08,Maple Grove
2195,1567,male,17202,56.59,61.65,52.02,56.835,Chambersburg
2196,1571,male,74011,76.42,79.25,73.11,76.18,Broken Arrow
2197,1574,male,70401,70.81,75.87,68.92,72.39500000000001,Hammond
2198,1575,male,61101,66.02,68.54,62.46,65.5,Rockford
2199,1585,male,61101,66.02,68.54,62.46,65.5,Rockford
2200,1587,male,90011,71.69,77.36,68.65,73.005,Los Angeles
2201,1588,male,67501,79.43,80.06,76.77,78.41499999999999,Hutchinson
2202,1590,male,55311,75.56,78.67,71.49,75.08,Maple Grove
2203,1591,male,60452,69.62,74.79,64.17,69.48,Oak Forest
2204,1592,male,90011,71.69,77.36,68.65,73.005,Los Angeles
2205,1593,male,32054,75.09,77.11,73.56,75.33500000000001,Lake Butler
2206,1598,male,90011,71.69,77.36,68.65,73.005,Los Angeles
2207,1600,male,90011,71.69,77.36,68.65,73.005,Los Angeles
2208,1605,male,90011,71.69,77.36,68.65,73.005,Los Angeles
2209,1607,male,60452,69.62,74.79,64.17,69.48,Oak Forest
2210,1608,male,55311,75.56,78.67,71.49,75.08,Maple Grove
2211,1611,male,67501,79.43,80.06,76.77,78.41499999999999,Hutchinson
2212,1612,male,60452,69.62,74.79,64.17,69.48,Oak Forest
2213,1615,male,32054,75.09,77.11,73.56,75.33500000000001,Lake Butler
2214,1617,male,74368,69.69,72.09,67.93,70.01,Twin Oaks
2215,1621,male,82435,61.79,67.48,60.12,63.8,Powell
2216,1623,male,48141,62.64,65.91,58.64,62.275,Inkster
2217,1624,male,56031,70.5,72.55,65.59,69.07,Fairmont
2218,1626,male,34711,73.87,76.01,72.82,74.41499999999999,Clermont
2219,1627,male,48141,62.64,65.91,58.64,62.275,Inkster
2220,1630,male,48141,62.64,65.91,58.64,62.275,Inkster
2221,1631,male,67501,79.43,80.06,76.77,78.41499999999999,Hutchinson
2222,1632,male,56031,70.5,72.55,65.59,69.07,Fairmont
2223,1635,male,67501,79.43,80.06,76.77,78.41499999999999,Hutchinson
2224,1637,male,56031,70.5,72.55,65.59,69.07,Fairmont
2225,1638,male,77494,80.47,82.22,77.76,79.99000000000001,Katy
2226,1640,male,75402,73.92,77.81,71.78,74.795,Greenville
2227,1641,male,67501,79.43,80.06,76.77,78.41499999999999,Hutchinson
2228,1663,male,98043,61.09,65.91,56.95,61.43,Mountlake Terrace
2229,1665,male,98036,61.47,66.51,57.24,61.875,Lynnwood
2230,1669,male,98043,61.09,65.91,56.95,61.43,Mountlake Terrace
2231,1675,male,60502,69.21,73.69,64.81,69.25,Aurora
2232,1676,male,33060,77.68,79.99,73.38,76.685,Pompano Beach
2233,1677,male,38655,68.16,68.22,67.53,67.875,Oxford
2234,1678,male,33060,77.68,79.99,73.38,76.685,Pompano Beach
2235,1679,male,90011,71.69,77.36,68.65,73.005,Los Angeles
2236,1680,male,98043,61.09,65.91,56.95,61.43,Mountlake Terrace
2237,1683,male,37918,65.37,69.39,60.4,64.895,Knoxville
2238,1685,male,38063,67.86,69.66,66.74,68.19999999999999,Ripley
2239,1687,male,33060,77.68,79.99,73.38,76.685,Pompano Beach
2240,1689,male,98043,61.09,65.91,56.95,61.43,Mountlake Terrace
2241,1690,male,27263,64.81,67.24,61.92,64.58,High Point
2242,1692,male,17202,56.59,61.65,52.02,56.835,Chambersburg
2243,1693,male,27263,64.81,67.24,61.92,64.58,High Point
2244,1698,male,42501,64.24,67.28,60.55,63.915,Somerset
2245,1703,male,17202,56.59,61.65,52.02,56.835,Chambersburg
2246,1704,male,77037,81.07,82.38,77.86,80.12,Houston
2247,1706,male,37918,65.37,69.39,60.4,64.895,Knoxville
2248,1712,male,30019,65.35,70.27,61.11,65.69,Dacula
2250,1719,male,80011,65.1,69.15,61.09,65.12,Aurora
2251,1720,male,63628,64.09,65.23,61.93,63.58,Bonne Terre
2252,1727,male,71430,69.89,73.58,67.86,70.72,Forest Hill
2253,1728,male,78130,81.61,83.89,79.74,81.815,New Braunfels
2254,1729,male,99701,53.89,56.08,51.49,53.785,Fairbanks
2255,1730,male,80011,65.1,69.15,61.09,65.12,Aurora
2257,1733,male,30019,65.35,70.27,61.11,65.69,Dacula
2258,1735,male,61604,69.19,73.51,63.63,68.57000000000001,Peoria
2259,1736,male,78109,81.68,83.8,79.41,81.60499999999999,Converse
2260,1737,male,80011,65.1,69.15,61.09,65.12,Aurora
2261,1742,male,34746,74.62,77.16,73.04,75.1,Kissimmee
2262,1746,male,78109,81.68,83.8,79.41,81.60499999999999,Converse
2263,1747,male,37918,65.37,69.39,60.4,64.895,Knoxville
2264,1748,male,64801,71.58,74.39,68.9,71.64500000000001,Joplin
2266,1757,male,78130,81.61,83.89,79.74,81.815,New Braunfels
2267,1759,male,55311,75.56,78.67,71.49,75.08,Maple Grove
2268,1761,male,98043,61.09,65.91,56.95,61.43,Mountlake Terrace
2269,1763,male,98043,61.09,65.91,56.95,61.43,Mountlake Terrace
2270,1767,male,98043,61.09,65.91,56.95,61.43,Mountlake Terrace
2271,1770,male,80011,65.1,69.15,61.09,65.12,Aurora
2272,1771,male,55311,75.56,78.67,71.49,75.08,Maple Grove
2273,1772,male,64801,71.58,74.39,68.9,71.64500000000001,Joplin
2274,1773,male,78130,81.61,83.89,79.74,81.815,New Braunfels
2275,1777,male,80011,65.1,69.15,61.09,65.12,Aurora
2276,1780,male,13750,44.33,46.63,42.15,44.39,Davenport
2277,1781,male,92532,69.94,75.11,62.49,68.8,Lake Elsinore
2278,1789,male,34741,74.8,77.04,73.02,75.03,Kissimmee
2279,1794,male,60643,70.38,75.06,64.38,69.72,Chicago
2280,1795,male,19140,59.79,63.88,53.15,58.515,Philadelphia
2281,1799,male,77386,80.04,82.13,76.57,79.35,Spring
2282,1804,male,34741,74.8,77.04,73.02,75.03,Kissimmee
2283,1806,male,84604,65.64,67.93,62.46,65.19500000000001,Provo
2284,1807,male,19140,59.79,63.88,53.15,58.515,Philadelphia
2285,1813,male,75233,76.51,80.24,72.25,76.245,Dallas
2286,1820,male,30153,66.45,71.13,63.52,67.325,Rockmart
2287,1821,male,34741,74.8,77.04,73.02,75.03,Kissimmee
2288,1823,male,73801,68.76,79.65,68.76,74.20500000000001,Woodward
2289,1824,male,30153,66.45,71.13,63.52,67.325,Rockmart
2290,1825,male,73801,68.76,79.65,68.76,74.20500000000001,Woodward
2291,1826,male,73801,68.76,79.65,68.76,74.20500000000001,Woodward
2292,1827,male,34741,74.8,77.04,73.02,75.03,Kissimmee
2293,1831,male,19140,59.79,63.88,53.15,58.515,Philadelphia
2294,1834,male,78130,81.61,83.89,79.74,81.815,New Braunfels
2295,1835,male,40228,67.12,70.32,61.43,65.875,Louisville
2296,1841,male,47715,67.91,71.58,64.31,67.945,Evansville
2297,1843,male,76234,74.5,78.19,71.65,74.92,Decatur
2298,1847,male,80234,65.62,68.92,60.01,64.465,Denver
2299,1853,male,83402,59.63,62.67,57.36,60.015,Idaho Falls
2301,1857,male,40228,67.12,70.32,61.43,65.875,Louisville
2302,1858,male,83402,59.63,62.67,57.36,60.015,Idaho Falls
2303,1865,male,46406,66.54,77.02,62.55,69.785,Gary
2304,1871,male,46406,66.54,77.02,62.55,69.785,Gary
2305,1872,male,85037,90.86,94.14,87.28,90.71000000000001,Phoenix
2306,1877,male,40228,67.12,70.32,61.43,65.875,Louisville
2307,1879,male,40228,67.12,70.32,61.43,65.875,Louisville
2308,1881,male,97222,68.58,71.33,64.92,68.125,Portland
2309,1883,male,85037,90.86,94.14,87.28,90.71000000000001,Phoenix
2311,1893,male,46406,66.54,77.02,62.55,69.785,Gary
2312,1894,male,73801,68.76,79.65,68.76,74.20500000000001,Woodward
2313,1896,male,33446,76.05,79.95,72.99,76.47,Delray Beach
2314,1898,male,33446,76.05,79.95,72.99,76.47,Delray Beach
2315,1904,male,92691,69.84,76.5,66.54,71.52000000000001,Mission Viejo
2316,1905,male,15370,58.14,63.36,55.11,59.235,Waynesburg
2317,1906,male,31021,68.4,69.28,64.8,67.03999999999999,Dublin
2318,1907,male,80751,62.92,62.92,60.62,61.769999999999996,Sterling
2319,1910,male,78028,77.43,79.03,75.47,77.25,Kerrville
2320,1912,male,99508,49.39,51.01,46.89,48.95,Anchorage
2321,1913,male,99508,49.39,51.01,46.89,48.95,Anchorage
2322,1923,male,28412,68.68,71.96,65.05,68.505,Wilmington
2323,1924,male,99508,49.39,51.01,46.89,48.95,Anchorage
2324,1926,male,99508,49.39,51.01,46.89,48.95,Anchorage
2325,1933,male,28412,68.68,71.96,65.05,68.505,Wilmington
2326,1935,male,48745,59.07,65.77,57.67,61.72,Mikado
2327,1938,male,95519,58.48,59.7,57.31,58.505,Mckinleyville
2328,1941,male,48745,59.07,65.77,57.67,61.72,Mikado
2329,1945,male,28412,68.68,71.96,65.05,68.505,Wilmington
2330,1947,male,30241,65.53,68.52,63.21,65.865,Lagrange
2331,1949,male,50317,71.4,74.25,66.52,70.38499999999999,Des Moines
2332,1951,male,48745,59.07,65.77,57.67,61.72,Mikado
2333,1954,male,87732,61.52,61.52,52.45,56.985,Mora
2334,1955,male,29468,65.93,71.49,62.55,67.02,Pineville
2335,1958,male,57067,70.12,71.19,70.12,70.655,Utica
2336,1959,male,48745,59.07,65.77,57.67,61.72,Mikado
2337,1961,male,87732,61.52,61.52,52.45,56.985,Mora
2338,1962,male,48745,59.07,65.77,57.67,61.72,Mikado
2339,1966,male,48745,59.07,65.77,57.67,61.72,Mikado
2340,1968,male,87732,61.52,61.52,52.45,56.985,Mora
2341,1969,male,57067,70.12,71.19,70.12,70.655,Utica
2342,1971,male,57067,70.12,71.19,70.12,70.655,Utica
2343,1972,male,57067,70.12,71.19,70.12,70.655,Utica
2344,1973,male,87732,61.52,61.52,52.45,56.985,Mora
2345,1977,male,57067,70.12,71.19,70.12,70.655,Utica
2346,1978,male,93035,70.43,74.91,68.18,71.545,Oxnard
2347,1982,male,60188,69.22,74.48,63.99,69.235,Carol Stream
2348,1984,male,87732,61.52,61.52,52.45,56.985,Mora
2349,1988,male,87732,61.52,61.52,52.45,56.985,Mora
2350,1989,male,46217,67.01,71.46,63.68,67.57,Indianapolis
2351,1991,male,87732,61.52,61.52,52.45,56.985,Mora
2352,1995,male,46217,67.01,71.46,63.68,67.57,Indianapolis
2353,2005,male,93312,79.12,79.16,73.24,76.19999999999999,Bakersfield
2354,2007,male,93312,79.12,79.16,73.24,76.19999999999999,Bakersfield
2355,2015,male,92115,68.27,71.85,65.48,68.66499999999999,San Diego
2358,2021,male,27288,63.3,68.04,61.99,65.015,Eden
2359,2025,male,30096,66.63,71.53,61.02,66.275,Duluth
2362,2035,male,18109,55.02,60.31,50.67,55.49,Allentown
2363,2040,male,18109,55.02,60.31,50.67,55.49,Allentown
2364,2041,male,90002,71.31,76.64,68.92,72.78,Los Angeles
2367,2057,male,32608,76.14,77.29,73.96,75.625,Gainesville
2368,2060,male,72764,69.48,71.89,65.37,68.63,Springdale
2371,2066,male,84044,67.6,71.2,63.82,67.51,Magna
2372,2068,male,93035,70.43,74.91,68.18,71.545,Oxnard
2373,2074,male,43228,64.06,67.5,59.38,63.44,Columbus
2374,2077,male,93035,70.43,74.91,68.18,71.545,Oxnard
2375,2083,male,19403,57.85,63.37,52.57,57.97,Norristown
2376,2084,male,43525,62.38,63.88,60.82,62.35,Haskins
2377,2085,male,96003,76.51,80.08,71.53,75.805,Redding
2378,2092,male,33777,77.86,79.14,73.22,76.18,Seminole
2379,2095,male,96003,76.51,80.08,71.53,75.805,Redding
2380,2096,male,92887,72.41,77.67,66.72,72.195,Yorba Linda
2381,2100,male,92887,72.41,77.67,66.72,72.195,Yorba Linda
2382,2106,male,19403,57.85,63.37,52.57,57.97,Norristown
2383,2109,male,11003,65.01,69.66,55.18,62.42,Elmont
2384,2112,male,30132,66.45,70.72,62.6,66.66,Dallas
2385,2114,male,19403,57.85,63.37,52.57,57.97,Norristown
2386,2116,male,96003,76.51,80.08,71.53,75.805,Redding
2387,2118,male,90660,72.18,77.94,66.9,72.42,Pico Rivera
2388,2124,male,92109,69.94,73.47,67.24,70.35499999999999,San Diego
2389,2125,male,96003,76.51,80.08,71.53,75.805,Redding
2390,2134,male,29583,66.4,68.22,62.46,65.34,Pamplico
2391,2136,male,93001,69.46,73.94,65.95,69.945,Ventura
2392,2141,male,93001,69.46,73.94,65.95,69.945,Ventura
2393,2144,male,93001,69.46,73.94,65.95,69.945,Ventura
2394,2146,male,93035,70.43,74.91,68.18,71.545,Oxnard
2395,2149,male,19403,57.85,63.37,52.57,57.97,Norristown
2396,2153,male,60657,71.83,75.13,64.45,69.78999999999999,Chicago
2397,2159,male,77433,80.87,82.78,77.76,80.27000000000001,Cypress
2398,2163,male,75092,75.25,77.27,71.35,74.31,Sherman
2399,2169,male,99004,62.65,66.09,60.35,63.22,Cheney
2400,2171,male,46227,66.54,71.11,61.29,66.2,Indianapolis
2401,2172,male,11220,64.78,69.35,53.98,61.66499999999999,Brooklyn
2402,2174,male,10460,63.55,69.71,53.11,61.41,Bronx
2403,2176,male,33101,74.97,80.6,73.38,76.99,Miami
2404,2178,male,76522,79.75,80.65,77.16,78.905,Copperas Cove
2405,2181,male,37128,68.31,73.71,61.29,67.5,Murfreesboro
2406,2182,male,76522,79.75,80.65,77.16,78.905,Copperas Cove
2407,2188,male,33023,77.13,80.6,73.38,76.99,Hollywood
2408,2190,male,18201,47.64,52.36,45.39,48.875,Hazleton
2409,2191,male,45338,63.99,69.15,59.67,64.41,Lewisburg
2410,2192,male,37128,68.31,73.71,61.29,67.5,Murfreesboro
2411,2198,male,75092,75.25,77.27,71.35,74.31,Sherman
2412,2199,male,61726,64.76,70.12,62.38,66.25,Chenoa
2413,2200,male,38703,69.82,75.25,69.82,72.535,Greenville
2414,2208,male,55311,75.56,78.67,71.49,75.08,Maple Grove
2415,2210,male,33616,76.96,79.25,72.21,75.72999999999999,Tampa
2416,2213,male,61726,64.76,70.12,62.38,66.25,Chenoa
2417,2214,male,46227,66.54,71.11,61.29,66.2,Indianapolis
2418,2218,male,61726,64.76,70.12,62.38,66.25,Chenoa
2419,2223,male,61726,64.76,70.12,62.38,66.25,Chenoa
2420,2224,male,76522,79.75,80.65,77.16,78.905,Copperas Cove
2421,2225,male,71851,71.47,73.65,69.15,71.4,Mineral Springs
2422,2228,male,90604,72.09,76.66,67.28,71.97,Whittier
2423,2229,male,33616,76.96,79.25,72.21,75.72999999999999,Tampa
2424,2233,male,60443,68.05,75.58,62.69,69.13499999999999,Matteson
2425,2237,male,33616,76.96,79.25,72.21,75.72999999999999,Tampa
2426,2238,male,30477,68.2,71.82,68.2,70.00999999999999,Wadley
2427,2241,male,96003,76.51,80.08,71.53,75.805,Redding
2428,2242,male,96003,76.51,80.08,71.53,75.805,Redding
2429,2243,male,64840,69.75,72.72,64.44,68.58,Diamond
2430,2244,male,33616,76.96,79.25,72.21,75.72999999999999,Tampa
2431,2245,male,72764,69.48,71.89,65.37,68.63,Springdale
2432,2246,male,30477,68.2,71.82,68.2,70.00999999999999,Wadley
2434,2249,male,64840,69.75,72.72,64.44,68.58,Diamond
2435,2250,male,64840,69.75,72.72,64.44,68.58,Diamond
2436,2256,male,48911,63.57,66.09,60.12,63.105000000000004,Lansing
2437,2257,male,11751,62.64,67.98,55.99,61.985,Islip
2438,2258,male,30477,68.2,71.82,68.2,70.00999999999999,Wadley
2439,2261,male,11751,62.64,67.98,55.99,61.985,Islip
2440,2265,male,30477,68.2,71.82,68.2,70.00999999999999,Wadley
2441,2269,male,30477,68.2,71.82,68.2,70.00999999999999,Wadley
2442,2270,male,47714,68.11,71.67,64.42,68.045,Evansville
2443,2271,male,64840,69.75,72.72,64.44,68.58,Diamond
2445,2273,male,30132,66.45,70.72,62.6,66.66,Dallas
2446,2274,male,30477,68.2,71.82,68.2,70.00999999999999,Wadley
2447,2278,male,93001,69.46,73.94,65.95,69.945,Ventura
2448,2290,male,33411,75.18,77.99,72.99,75.49,West Palm Beach
2449,2291,male,30132,66.45,70.72,62.6,66.66,Dallas
2450,2292,male,33411,75.18,77.99,72.99,75.49,West Palm Beach
2451,2298,male,33773,77.99,79.11,73.2,76.155,Largo
2452,2303,male,52033,69.39,71.78,67.19,69.485,Cascade
2453,2304,male,33411,75.18,77.99,72.99,75.49,West Palm Beach
2454,2305,male,33773,77.99,79.11,73.2,76.155,Largo
2455,2306,male,33773,77.99,79.11,73.2,76.155,Largo
2456,2307,male,48473,63.21,65.07,60.51,62.78999999999999,Swartz Creek
2457,2308,male,53081,65.12,66.92,64.36,65.64,Sheboygan
2458,2309,male,77502,80.96,83.14,78.03,80.58500000000001,Pasadena
2459,2316,male,36271,66.04,68.49,64.22,66.35499999999999,Ohatchee
2460,2317,male,11751,62.64,67.98,55.99,61.985,Islip
2461,2328,male,75402,73.92,77.81,71.78,74.795,Greenville
2462,2329,male,42749,64.04,67.77,64.04,65.905,Horse Cave
2463,2330,male,52033,69.39,71.78,67.19,69.485,Cascade
2464,2335,male,75402,73.92,77.81,71.78,74.795,Greenville
2465,2336,male,20853,60.84,66.65,55.83,61.24,Rockville
2466,2338,male,49437,64.99,66.9,61.86,64.38,Montague
2467,2340,male,52033,69.39,71.78,67.19,69.485,Cascade
2468,2341,male,75402,73.92,77.81,71.78,74.795,Greenville
2469,2342,male,42749,64.04,67.77,64.04,65.905,Horse Cave
2470,2346,male,75402,73.92,77.81,71.78,74.795,Greenville
2471,2355,male,75402,73.92,77.81,71.78,74.795,Greenville
2472,2356,male,14701,53.73,54.91,49.82,52.364999999999995,Jamestown
2473,2357,male,46032,66.18,69.66,63.07,66.365,Carmel
2474,2358,male,52033,69.39,71.78,67.19,69.485,Cascade
2475,2362,male,46032,66.18,69.66,63.07,66.365,Carmel
2476,2363,male,14701,53.73,54.91,49.82,52.364999999999995,Jamestown
2477,2364,male,14701,53.73,54.91,49.82,52.364999999999995,Jamestown
2478,2367,male,20853,60.84,66.65,55.83,61.24,Rockville
2479,2370,male,77471,80.17,82.31,77.74,80.025,Rosenberg
2480,2372,male,46032,66.18,69.66,63.07,66.365,Carmel
2481,2377,male,46032,66.18,69.66,63.07,66.365,Carmel
2482,2383,male,57067,70.12,71.19,70.12,70.655,Utica
2483,2384,male,98516,65.17,68.45,60.82,64.635,Olympia
2484,2386,male,46405,65.91,73.94,61.45,67.695,Lake Station
2485,2387,male,57067,70.12,71.19,70.12,70.655,Utica
2486,2392,male,46406,66.54,77.02,62.55,69.785,Gary
2487,2397,male,46406,66.54,77.02,62.55,69.785,Gary
2488,2405,male,20833,59.83,66.58,54.52,60.55,Brookeville
2489,2408,male,20833,59.83,66.58,54.52,60.55,Brookeville
2490,2409,male,11751,62.64,67.98,55.99,61.985,Islip
2491,2414,male,11950,61.65,66.83,55.45,61.14,Mastic
2492,2422,male,33974,75.27,80.96,73.98,77.47,Lehigh Acres
2493,2423,male,40601,64.9,68.88,61.27,65.075,Frankfort
2494,2425,male,95667,65.66,68.99,62.85,65.92,Placerville
2495,2426,male,40601,64.9,68.88,61.27,65.075,Frankfort
2496,2431,male,11950,61.65,66.83,55.45,61.14,Mastic
2497,2433,male,78133,80.44,82.45,78.69,80.57,Canyon Lake
2498,2437,male,89032,86.77,88.45,85.01,86.73,North Las Vegas
2499,2441,male,40601,64.9,68.88,61.27,65.075,Frankfort
2500,2443,male,40601,64.9,68.88,61.27,65.075,Frankfort
2501,2445,male,40601,64.9,68.88,61.27,65.075,Frankfort
2502,2446,male,40601,64.9,68.88,61.27,65.075,Frankfort
2503,2448,male,40601,64.9,68.88,61.27,65.075,Frankfort
2504,2455,male,98682,67.87,70.93,64.02,67.475,Vancouver
2505,2456,male,24201,62.11,65.52,59.9,62.709999999999994,Bristol
2506,2458,male,32621,75.58,77.38,74.07,75.725,Bronson
2507,2459,male,29464,70.61,73.94,67.01,70.475,Mount Pleasant
2508,2460,male,95961,74.77,77.32,70.32,73.82,Olivehurst
2509,2461,male,94526,60.8,65.44,55.78,60.61,Danville
2510,2462,male,47905,68.09,69.89,61.27,65.58,Lafayette
2511,2464,male,29464,70.61,73.94,67.01,70.475,Mount Pleasant
2512,2465,male,24201,62.11,65.52,59.9,62.709999999999994,Bristol
2513,2467,male,47905,68.09,69.89,61.27,65.58,Lafayette
2515,2473,male,32621,75.58,77.38,74.07,75.725,Bronson
2516,2476,male,47905,68.09,69.89,61.27,65.58,Lafayette
2517,2478,male,47905,68.09,69.89,61.27,65.58,Lafayette
2518,2479,male,30071,66.85,71.65,61.16,66.405,Norcross
2519,2481,male,36312,71.89,77.16,68.09,72.625,Ashford
2520,2482,male,60618,72.07,75.02,64.47,69.745,Chicago
2521,2483,male,30071,66.85,71.65,61.16,66.405,Norcross
2522,2485,male,47905,68.09,69.89,61.27,65.58,Lafayette
2523,2486,male,36051,68.74,72.86,64.58,68.72,Marbury
2524,2487,male,10805,62.69,69.8,53.2,61.5,New Rochelle
2525,2488,male,34474,74.75,75.18,72.99,74.08500000000001,Ocala
2526,2489,male,32621,75.58,77.38,74.07,75.725,Bronson
2527,2490,male,90230,71.85,78.44,68.41,73.425,Culver City
2528,2493,male,60618,72.07,75.02,64.47,69.745,Chicago
2529,2498,male,18509,50.9,53.98,48.07,51.025,Scranton
2530,2502,male,10805,62.69,69.8,53.2,61.5,New Rochelle
2531,2506,male,30071,66.85,71.65,61.16,66.405,Norcross
2533,2509,male,78227,81.93,84.34,78.66,81.5,San Antonio
2534,2510,male,60618,72.07,75.02,64.47,69.745,Chicago
2535,2511,male,43302,63.07,64.89,60.67,62.78,Marion
2536,2515,male,30071,66.85,71.65,61.16,66.405,Norcross
2537,2517,male,16101,55.26,60.62,50.81,55.715,New Castle
2538,2518,male,83336,54.9,55.38,54.21,54.795,Heyburn
2539,2521,male,32621,75.58,77.38,74.07,75.725,Bronson
2540,2522,male,16101,55.26,60.62,50.81,55.715,New Castle
2541,2525,male,46221,67.03,71.42,63.64,67.53,Indianapolis
2542,2526,male,26032,59.52,61.68,56.77,59.225,Bethany
2543,2527,male,46221,67.03,71.42,63.64,67.53,Indianapolis
2544,2533,male,98682,67.87,70.93,64.02,67.475,Vancouver
2545,2534,male,85140,89.44,92.7,85.86,89.28,San Tan Valley
2546,2535,male,43302,63.07,64.89,60.67,62.78,Marion
2547,2538,male,46221,67.03,71.42,63.64,67.53,Indianapolis
2548,2542,male,46221,67.03,71.42,63.64,67.53,Indianapolis
2549,2544,male,46221,67.03,71.42,63.64,67.53,Indianapolis
2551,2546,male,81007,64.9,70.88,59.59,65.235,Pueblo
2552,2550,male,78227,81.93,84.34,78.66,81.5,San Antonio
2554,2552,male,46221,67.03,71.42,63.64,67.53,Indianapolis
2555,2553,male,46221,67.03,71.42,63.64,67.53,Indianapolis
2557,2557,male,46221,67.03,71.42,63.64,67.53,Indianapolis
2559,2560,male,60618,72.07,75.02,64.47,69.745,Chicago
2561,2562,male,11751,62.64,67.98,55.99,61.985,Islip
2563,2569,male,77336,79.57,82.38,77.05,79.715,Huffman
2565,2576,male,46406,66.54,77.02,62.55,69.785,Gary
2566,2577,male,68801,75.2,79.11,63.37,71.24,Grand Island
2568,2579,male,20004,63.46,68.22,58.64,63.43,Washington
2569,2580,male,20004,63.46,68.22,58.64,63.43,Washington
2570,2581,male,11751,62.64,67.98,55.99,61.985,Islip
2571,2583,male,66104,72.82,75.4,69.4,72.4,Kansas City
2572,2586,male,30034,66.63,72.36,60.85,66.605,Decatur
2573,2587,male,98683,67.8,70.68,64.02,67.35,Vancouver
2574,2601,male,19966,60.55,64.89,57.02,60.955,Millsboro
2575,2602,male,19966,60.55,64.89,57.02,60.955,Millsboro
2576,2603,male,49507,63.09,65.17,60.49,62.83,Grand Rapids
2577,2604,male,68801,75.2,79.11,63.37,71.24,Grand Island
2578,2605,male,19966,60.55,64.89,57.02,60.955,Millsboro
2579,2606,male,46406,66.54,77.02,62.55,69.785,Gary
2580,2609,male,49507,63.09,65.17,60.49,62.83,Grand Rapids
2581,2610,male,19966,60.55,64.89,57.02,60.955,Millsboro
2582,2611,male,19966,60.55,64.89,57.02,60.955,Millsboro
2583,2612,male,19966,60.55,64.89,57.02,60.955,Millsboro
2584,2613,male,85140,89.44,92.7,85.86,89.28,San Tan Valley
2585,2616,male,19966,60.55,64.89,57.02,60.955,Millsboro
2586,2617,male,34667,75.42,78.98,72.18,75.58000000000001,Hudson
2587,2618,male,49507,63.09,65.17,60.49,62.83,Grand Rapids
2588,2622,male,19966,60.55,64.89,57.02,60.955,Millsboro
2589,2623,male,19966,60.55,64.89,57.02,60.955,Millsboro
2590,2627,male,36083,70.74,72.91,67.68,70.295,Tuskegee
2591,2632,male,36083,70.74,72.91,67.68,70.295,Tuskegee
2592,2638,male,36083,70.74,72.91,67.68,70.295,Tuskegee
2593,2640,male,36083,70.74,72.91,67.68,70.295,Tuskegee
2595,2642,male,94565,63.23,68.4,57.25,62.825,Pittsburg
2596,2644,male,79424,71.56,75.13,71.08,73.10499999999999,Lubbock
2597,2645,male,25839,60.3,64.49,57.6,61.045,Fairdale
2599,2647,male,31029,65.07,69.39,63.64,66.515,Forsyth
2600,2648,male,25839,60.3,64.49,57.6,61.045,Fairdale
2601,2649,male,19602,55.45,59.59,51.48,55.535,Reading
2602,2651,male,25839,60.3,64.49,57.6,61.045,Fairdale
2604,2655,male,77581,80.56,82.51,77.99,80.25,Pearland
2605,2656,male,18064,53.64,58.98,49.6,54.29,Nazareth
2606,2657,male,27408,64.49,67.08,61.2,64.14,Greensboro
2607,2661,male,18064,53.64,58.98,49.6,54.29,Nazareth
2608,2664,male,37166,63.54,69.1,57.9,63.5,Smithville
2609,2665,male,30132,66.45,70.72,62.6,66.66,Dallas
2610,2666,male,34667,75.42,78.98,72.18,75.58000000000001,Hudson
2611,2670,male,25839,60.3,64.49,57.6,61.045,Fairdale
2612,2671,male,70816,72.84,75.97,69.03,72.5,Baton Rouge
